Row#,Name,dwGroup,wTableIndex,Mod1,Mod2,Mod3,wIType1,wIType2,wIType3,wIType4,wIType5,wIType6,wIType7,wEType1,wEType2,wEType3,wEType4,wEType5
1158,'Jade',0x78,0x714,0x27::(0)[21.30],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1159,'Jade',0x78,0x714,0x27::(0)[21.30],,,0x2D,,,,,,,0x44,,,,
1160,'Emerald',0x78,0x717,0x27::(0)[31.40],,,0x37,0xF,0xC,0x44,0x4B,,,,,,,
1161,'Beryl',0x75,0x713,0x27::(0)[5.15],,,0x3A,,,,,,,,,,,
1162,'Jade',0x75,0x714,0x27::(0)[16.30],,,0x3A,,,,,,,,,,,
1163,'Triumphant',0x79,0x724,0x6E::(0)[1],,,0x2D,0xA,0x4B,,,,,,,,,
1164,'Victorious',0x79,0x514B,0x6E::(0)[2.5],,,0x2D,0x4B,,,,,,,,,,
1165,'Aureolin',0x79,0x514A,0x6E::(0)[1.3],,,0x3A,,,,,,,,,,,
1166,'Mechanist's',0x7A,0x5149,0x85::(0)[1.2],,,0x2D,0x33,0x25,0x3,0x4B,,,0x30,,,,
1167,'Artificer's',0x7A,0x5148,0x85::(3)[0],,,0x2D,0x33,0x25,0x3,,,,0x30,,,,
1168,'Jeweler's',0x7A,0x5147,0x85::(4)[0],,,0x2D,0x33,0x25,0x3,,,,0x30,,,,
1169,'Assamic',0x7B,0x5174,0x64::(0)[25.50],0x62::(0)[10.25],,0x2D,0x4B,,,,,,0x19,0x44,,,
1170,'Arcadian',0x7B,0x5146,0x64::(0)[51.100],0x62::(0)[26.50],,0x2D,0x4B,,,,,,0x19,0x44,,,
1171,'Unearthly',0x7B,0x5145,0x64::(0)[101.150],0x62::(0)[51.100],,0x2D,,,,,,,0x19,0x44,,,
1172,'Astral',0x7B,0x5144,0x64::(0)[151.200],0x62::(0)[101.150],,0x2D,,,,,,,0x19,0x44,,,
1173,'Elysian',0x7B,0x5143,0x64::(0)[201.300],0x62::(0)[151.200],,0x2D,,,,,,,0x19,0x44,,,
1174,'Celestial',0x7B,0x5142,0x64::(0)[301.400],0x62::(0)[201.300],,0x2D,,,,,,,0x19,0x44,,,
1175,'Diamond',0x7B,0x5141,0x64::(0)[25.50],0x62::(0)[25.40],,0x3A,,,,,,,,,,,
1176,'Fletcher's',0x7D,0x719,0x7C::(0)[1],,,0x54,,,,,,,,,,,
1177,'Acrobat's',0x7D,0x513F,0x7C::(1)[1],,,0x54,,,,,,,,,,,
1178,'Harpoonist's',0x7D,0x513C,0x7C::(2)[1],,,0x54,,,,,,,,,,,
1179,'Fletcher's',0x7D,0x719,0x7C::(0)[1],,,0x2F,0x10,,,,,,,,,,
1180,'Bowyer's',0x7D,0x5140,0x7C::(0)[2],,,0x2F,0x10,,,,,,,,,,
1181,'Archer's',0x7D,0x71A,0x7C::(0)[3],,,0x2F,0x10,,,,,,,,,,
1182,'Acrobat's',0x7D,0x513F,0x7C::(1)[1],,,0x10,0xC,0x4B,,,,,,,,,
1183,'Gymnast's',0x7D,0x513E,0x7C::(1)[2],,,0x10,0xC,0x4B,,,,,,,,,
1184,'Athlete's',0x7D,0x513D,0x7C::(1)[3],,,0x10,0xC,0x4B,,,,,,,,,
1185,'Harpoonist's',0x7D,0x513C,0x7C::(2)[1],,,0x21,0x10,,,,,,,,,,
1186,'Spearmaiden's',0x7D,0x513B,0x7C::(2)[2],,,0x21,0x10,,,,,,,,,,
1187,'Lancer's',0x7D,0x513A,0x7C::(2)[3],,,0x21,0x10,,,,,,,,,,
1188,'Burning',0x7D,0x5139,0x7C::(3)[1],,,0x54,,,,,,,,,,,
1189,'Sparking',0x7D,0x5136,0x7C::(4)[1],,,0x54,,,,,,,,,,,
1190,'Chilling',0x7D,0x5133,0x7C::(5)[1],,,0x54,,,,,,,,,,,
1191,'Burning',0x7D,0x5139,0x7C::(3)[1],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1192,'Blazing',0x7D,0x5138,0x7C::(3)[2],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1193,'Volcanic',0x7D,0x5137,0x7C::(3)[3],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1194,'Sparking',0x7D,0x5136,0x7C::(4)[1],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1195,'Charged',0x7D,0x5135,0x7C::(4)[2],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1196,'Powered',0x7D,0x5134,0x7C::(4)[3],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1197,'Chilling',0x7D,0x5133,0x7C::(5)[1],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1198,'Freezing',0x7D,0x5132,0x7C::(5)[2],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1199,'Glacial',0x7D,0x5131,0x7C::(5)[3],,,0x1A,0x44,0xC,0x4B,,,,,,,,
1200,'Hexing',0x7D,0x5130,0x7C::(6)[1],,,0x54,,,,,,,,,,,
1201,'Fungal',0x7D,0x512D,0x7C::(7)[1],,,0x54,,,,,,,,,,,
1202,'Graverobber's',0x7D,0x512A,0x7C::(8)[1],,,0x54,,,,,,,,,,,
1203,'Hexing',0x7D,0x5130,0x7C::(6)[1],,,0x19,0x45,0xC,0x4B,,,,,,,,
1204,'Blighting',0x7D,0x512F,0x7C::(6)[2],,,0x19,0x45,0xC,0x4B,,,,,,,,
1205,'Accursed',0x7D,0x512E,0x7C::(6)[3],,,0x19,0x45,0xC,0x4B,,,,,,,,
1206,'Fungal',0x7D,0x512D,0x7C::(7)[1],,,0x19,0x45,0xC,0x20,0x4B,,,0x2A,,,,
1207,'Noxious',0x7D,0x512C,0x7C::(7)[2],,,0x19,0x45,0xC,0x20,0x4B,,,0x2A,,,,
1208,'Venomous',0x7D,0x512B,0x7C::(7)[3],,,0x19,0x45,0xC,0x20,0x4B,,,0x2A,,,,
1209,'Graverobber's',0x7D,0x512A,0x7C::(8)[1],,,0x19,0x45,0xC,0x4B,,,,,,,,
1210,'Vodoun',0x7D,0x5129,0x7C::(8)[2],,,0x19,0x45,0xC,0x4B,,,,,,,,
1211,'Golemlord's',0x7D,0x5128,0x7C::(8)[3],,,0x19,0x45,0xC,0x4B,,,,,,,,
1212,'Lion Branded',0x7D,0x5127,0x7C::(9)[1],,,0x54,,,,,,,,,,,
1213,'Captain's',0x7D,0x5124,0x7C::(10)[1],,,0x54,,,,,,,,,,,
1214,'Preserver's',0x7D,0x5121,0x7C::(11)[1],,,0x54,,,,,,,,,,,
1215,'Lion Branded',0x7D,0x5127,0x7C::(9)[1],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1216,'Hawk Branded',0x7D,0x5126,0x7C::(9)[2],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1217,'Rose Branded',0x7D,0x5125,0x7C::(9)[3],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1218,'Captain's',0x7D,0x5124,0x7C::(10)[1],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1219,'Commander's',0x7D,0x5123,0x7C::(10)[2],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1220,'Marshal's',0x7D,0x5122,0x7C::(10)[3],,,0x18,0x1E,0x24,0x33,0x46,0xC,0x4B,,,,,
1221,'Preserver's',0x7D,0x5121,0x7C::(11)[1],,,0x33,0x46,0xC,0x4B,,,,,,,,
1222,'Warder's',0x7D,0x5120,0x7C::(11)[2],,,0x33,0x46,0xC,0x4B,,,,,,,,
1223,'Guardian's',0x7D,0x511F,0x7C::(11)[3],,,0x33,0x46,0xC,0x4B,,,,,,,,
1224,'Expert's',0x7D,0x5119,0x7C::(12)[1],,,0x54,,,,,,,,,,,
1225,'Fanatic',0x7D,0x57C9,0x7C::(13)[1],,,0x54,,,,,,,,,,,
1226,'Sounding',0x7D,0x511E,0x7C::(14)[1],,,0x54,,,,,,,,,,,
1227,'Expert's',0x7D,0x5119,0x7C::(12)[1],,,0x47,0x2D,0x25,,,,,0x2F,0x37,,,
1228,'Veteran's',0x7D,0x5118,0x7C::(12)[2],,,0x47,0x2D,0x25,,,,,0x2F,0x37,,,
1229,'Master's',0x7D,0x515B,0x7C::(12)[3],,,0x47,0x2D,0x25,,,,,0x2F,0x37,,,
1230,'Fanatic',0x7D,0x57C9,0x7C::(13)[1],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1231,'Raging',0x7D,0x511B,0x7C::(13)[2],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1232,'Furious',0x7D,0x511A,0x7C::(13)[3],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1233,'Sounding',0x7D,0x511E,0x7C::(14)[1],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1234,'Resonant',0x7D,0x511D,0x7C::(14)[2],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1235,'Echoing',0x7D,0x511C,0x7C::(14)[3],,,0x47,0x2D,0xC,,,,,0x2F,0x37,,,
1236,'Trainer's',0x7D,0x5117,0x7C::(15)[1],,,0x54,,,,,,,,,,,
1237,'Spiritual',0x7D,0x5114,0x7C::(16)[1],,,0x54,,,,,,,,,,,
1238,'Nature's',0x7D,0x5111,0x7C::(17)[1],,,0x54,,,,,,,,,,,
1239,'Trainer's',0x7D,0x5117,0x7C::(15)[1],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1240,'Caretaker's',0x7D,0x5116,0x7C::(15)[2],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1241,'Keeper's',0x7D,0x5115,0x7C::(15)[3],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1242,'Spiritual',0x7D,0x5114,0x7C::(16)[1],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1243,'Feral',0x7D,0x5113,0x7C::(16)[2],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1244,'Communal',0x7D,0x5112,0x7C::(16)[3],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1245,'Nature's',0x7D,0x5111,0x7C::(17)[1],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1246,'Terra's',0x7D,0x5110,0x7C::(17)[2],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1247,'Gaea's',0x7D,0x510F,0x7C::(17)[3],,,0x1D,0x48,0xC,0x4B,,,,,,,,
1248,'Entrapping',0x7D,0x510E,0x7C::(18)[1],,,0x54,,,,,,,,,,,
1249,'Mentalist's',0x7D,0x510B,0x7C::(19)[1],,,0x54,,,,,,,,,,,
1250,'Shogukusha's',0x7D,0x5109,0x7C::(20)[1],,,0x54,,,,,,,,,,,
1251,'Entrapping',0x7D,0x510E,0x7C::(18)[1],,,0x43,0xC,0x4B,,,,,,,,,
1252,'Trickster's',0x7D,0x510D,0x7C::(18)[2],,,0x43,0xC,0x4B,,,,,,,,,
1253,'Cunning',0x7D,0x510C,0x7C::(18)[3],,,0x43,0xC,0x4B,,,,,,,,,
1254,'Mentalist's',0x7D,0x510B,0x7C::(19)[1],,,0x43,0xC,0x25,0x4B,,,,,,,,
1255,'Psychic',0x7D,0x510A,0x7C::(19)[2],,,0x43,0xC,0x25,0x4B,,,,,,,,
1256,'Shadow',0x7D,0x8F6,0x7C::(19)[3],,,0x43,0xC,0x25,0x4B,,,,,,,,
1257,'Shogukusha's',0x7D,0x5109,0x7C::(20)[1],,,0x43,0xC,0x10,0x4B,,,,,,,,
1258,'Sensei's',0x7D,0x5108,0x7C::(20)[2],,,0x43,0xC,0x10,0x4B,,,,,,,,
1259,'Kenshi's',0x7D,0x5107,0x7C::(20)[3],,,0x43,0xC,0x10,0x4B,,,,,,,,
1260,'Miocene',0x65,0x5106,0x8D::(6)[0],,,0x3,,,,,,,,,,,
1261,'Miocene',0x65,0x5106,0x8D::(1)[0],,,0x10,0xF,0x13,0x33,,,,,,,,
1262,'Oligocene',0x65,0x5105,0x8D::(9)[0],,,0x3,,,,,,,,,,,
1263,'Oligocene',0x65,0x5105,0x8D::(2)[0],,,0x10,0xF,0x13,0x33,,,,,,,,
1264,'Eocene',0x65,0x5104,0x8D::(18)[0],,,0x3,,,,,,,,,,,
1265,'Eocene',0x65,0x5104,0x8D::(3)[0],,,0x10,0xF,0x13,0x33,,,,,,,,
1266,'Paleocene',0x65,0x5103,0x8D::(24)[0],,,0x3,,,,,,,,,,,
1267,'Paleocene',0x65,0x5103,0x8D::(4)[0],,,0x10,0xF,0x13,0x33,,,,,,,,
1268,'Knave's',0x6F,0x5102,0x91::(1)[0],0x97::(10)[0],,0x2D,,,,,,,0x1A,0x19,0x44,,
1269,'Jack's',0x6F,0x5101,0x91::(2)[0],0x97::(15)[0],,0x2D,,,,,,,0x1A,0x19,0x44,,
1270,'Jester's',0x6F,0x5100,0x91::(3)[0],0x97::(22)[0],,0x2D,,,,,,,0x1A,0x19,0x44,,
1271,'Joker's',0x6F,0x50FF,0x91::(4)[0],0x97::(33)[0],,0x2D,,,,,,,0x1A,0x19,0x44,,
1272,'Trump',0x6F,0x50FE,0x91::(4)[0],0x97::(33)[0],,0x2D,,,,,,,0x1A,0x19,0x44,,
1273,'Loud',0x69,0x50FD,0x91::(2)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1274,'Calling',0x69,0x50FC,0x91::(3)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1275,'Yelling',0x69,0x50FB,0x91::(4)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1276,'Shouting',0x69,0x50FA,0x91::(5)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1277,'Gritty',0x69,0x51B4,0x91::(6)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1278,'Paradox',0x65,0x50F9,0x8E::(12)[0],,,0x3,,,,,,,,,,,
1279,'Paradox',0x69,0x50F9,0x92::(12)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1280,'Robineye',0x6F,0x50F8,0x97::(4)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1281,'Sparroweye',0x6F,0x50F7,0x97::(6)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1282,'Falconeye',0x6F,0x50F6,0x97::(8)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1283,'Hawkeye',0x6F,0x50F5,0x97::(12)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1284,'Eagleeye',0x6F,0x50F4,0x97::(16)[0],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1285,'Visionary',0x6F,0x50F3,0x98::(2)[0],,,0x25,0x2F,,,,,,,,,,
1286,'Mnemonic',0x73,0x50F2,0x90::(6)[0],,,0x25,,,,,,,,,,,
1287,'Snowflake',0x89,0x50F1,0x13::(0)[25],0x11::(0)[6.9],0x12::(0)[19.30],0x2D,0x4B,,,,,,,,,,
1288,'Shivering',0x89,0x50F0,0x13::(0)[50],0x11::(0)[10.15],0x12::(0)[31.45],0x2D,,,,,,,,,,,
1289,'Boreal',0x89,0x50EF,0x13::(0)[75],0x11::(0)[16.23],0x12::(0)[46.90],0x2D,,,,,,,,,,,
1290,'Hibernal',0x89,0x50EE,0x13::(0)[100],0x11::(0)[24.45],0x12::(0)[91.140],0x2D,,,,,,,,,,,
1291,'Ember',0x8A,0x50ED,0x14::(0)[16.25],0x15::(0)[31.60],,0x2D,0x4B,,,,,,,,,,
1292,'Smoldering',0x8A,0x50EC,0x14::(0)[26.50],0x15::(0)[61.90],,0x2D,,,,,,,,,,,
1293,'Smoking',0x8A,0x50EB,0x14::(0)[51.80],0x15::(0)[91.130],,0x2D,,,,,,,,,,,
1294,'Flaming',0x8A,0x50EA,0x14::(0)[81.120],0x15::(0)[131.180],,0x2D,,,,,,,,,,,
1295,'Scorching',0x8A,0x50E9,0x14::(0)[121.170],0x15::(0)[181.240],,0x2D,,,,,,,,,,,
1296,'Static',0x8B,0x50E8,0x16::(0)[1],0x17::(0)[49.120],,0x2D,0x4B,,,,,,,,,,
1297,'Glowing',0x8B,0x6F1,0x16::(0)[1],0x17::(0)[121.180],,0x2D,,,,,,,,,,,
1298,'Buzzing',0x8B,0x50E7,0x16::(0)[1],0x17::(0)[181.260],,0x2D,,,,,,,,,,,
1299,'Arcing',0x8B,0x50E6,0x16::(0)[1],0x17::(0)[261.360],,0x2D,,,,,,,,,,,
1300,'Shocking',0x8B,0x50E5,0x16::(0)[1],0x17::(0)[361.480],,0x2D,,,,,,,,,,,
1301,'Septic',0x8C,0x50E4,0x8A::(50)[31],,,0x2D,0x4B,,,,,,,,,,
1302,'Envenomed',0x8C,0x50E3,0x8A::(75)[41],,,0x2D,,,,,,,,,,,
1303,'Corosive',0x8C,0x50E2,0x8A::(100)[205],,,0x2D,,,,,,,,,,,
1304,'Toxic',0x8C,0x50E1,0x8A::(125)[308],,,0x2D,,,,,,,,,,,
1305,'Pestilent',0x8C,0x50E0,0x8A::(150)[470],,,0x2D,,,,,,,,,,,
1306,'Maiden's',0x7D,0x2743,0x43::(0)[1],,,0xC,0x4B,,,,,,,,,,
1307,'Valkyrie's',0x7D,0x2742,0x43::(0)[2],,,0xC,0x4B,,,,,,,,,,
1308,'Maiden's',0x7D,0x2743,0x43::(0)[1],,,0x2F,0x21,,,,,,,,,,
1309,'Valkyrie's',0x7D,0x2742,0x43::(0)[2],,,0x2F,0x21,,,,,,,,,,
1310,'Monk's',0x7D,0x71B,0x44::(0)[1],,,0xC,0x4B,,,,,,,,,,
1311,'Priest's',0x7D,0x71C,0x44::(0)[2],,,0xC,0x4B,,,,,,,,,,
1312,'Monk's',0x7D,0x71B,0x44::(0)[1],,,0x18,0x46,,,,,,,,,,
1313,'Priest's',0x7D,0x71C,0x44::(0)[2],,,0x18,0x46,,,,,,,,,,
1314,'Monk's',0x7D,0x71B,0x44::(0)[1],,,0x1E,0x24,0x1F,0x33,,,,,,,,
1315,'Priest's',0x7D,0x71C,0x44::(0)[2],,,0x1E,0x24,0x1F,0x33,,,,,,,,
1316,'Summoner's',0x7D,0x71D,0x45::(0)[1],,,0xC,0x4B,,,,,,,,,,
1317,'Necromancer's',0x7D,0x71E,0x45::(0)[2],,,0xC,0x4B,,,,,,,,,,
1318,'Summoner's',0x7D,0x71D,0x45::(0)[1],,,0x19,0x20,0x45,,,,,,,,,
1319,'Necromancer's',0x7D,0x71E,0x45::(0)[2],,,0x19,0x20,0x45,,,,,,,,,
1320,'Angel's',0x7D,0x71F,0x46::(0)[1],,,0xC,0x4B,,,,,,,,,,
1321,'Arch-Angel's',0x7D,0x720,0x46::(0)[2],,,0xC,0x4B,,,,,,,,,,
1322,'Angel's',0x7D,0x71F,0x46::(0)[1],,,0x1A,0x44,,,,,,,,,,
1323,'Arch-Angel's',0x7D,0x720,0x46::(0)[2],,,0x1A,0x44,,,,,,,,,,
1324,'Slayer's',0x7D,0x721,0x47::(0)[1],,,0xC,0x4B,,,,,,,,,,
1325,'Berserker's',0x7D,0x722,0x47::(0)[2],,,0xC,0x4B,,,,,,,,,,
1326,'Slayer's',0x7D,0x721,0x47::(0)[1],,,0x2A,0x1C,0x21,0x1D,0x1E,0x1F,0x24,0x2C,,,,
1327,'Berserker's',0x7D,0x722,0x47::(0)[2],,,0x2A,0x1C,0x21,0x1D,0x1E,0x1F,0x24,0x2C,,,,
1328,'Slayer's',0x7D,0x721,0x47::(0)[1],,,0x47,,,,,,,,,,,
1329,'Berserker's',0x7D,0x722,0x47::(0)[2],,,0x47,,,,,,,,,,,
1330,'Shaman's',0x7D,0x50DF,0x79::(0)[1],,,0xC,0x4B,,,,,,,,,,
1331,'Hierophant's',0x7D,0x50DE,0x79::(0)[2],,,0xC,0x4B,,,,,,,,,,
1332,'Shaman's',0x7D,0x50DF,0x79::(0)[1],,,0x1D,0x48,,,,,,,,,,
1333,'Hierophant's',0x7D,0x50DE,0x79::(0)[2],,,0x1D,0x48,,,,,,,,,,
1334,'Magekiller's',0x7D,0x50DD,0x7A::(0)[1],,,0xC,0x4B,,,,,,,,,,
1335,'Witch-hunter's',0x7D,0x50DC,0x7A::(0)[2],,,0xC,0x4B,,,,,,,,,,
1336,'Magekiller's',0x7D,0x50DD,0x7A::(0)[1],,,0x43,,,,,,,,,,,
1337,'Witch-hunter's',0x7D,0x50DC,0x7A::(0)[2],,,0x43,,,,,,,,,,,
1338,'Compact',0x8D,0x50DB,0xB5::(0)[20.40],,,0x30,,,,,,,,,,,
1339,'Thin',0x8D,0x50DA,0xB5::(0)[41.80],,,0x30,,,,,,,,,,,
1340,'Dense',0x8D,0x50D9,0xB5::(0)[81.120],,,0x30,,,,,,,,,,,
1341,'Consecrated',0x8E,0x5173,0x65::(0)[25.75],0x63::(0)[25.75],,0x2D,,,,,,,0x19,0x44,,,
1342,'Pure',0x8E,0x5172,0x65::(0)[76.175],0x63::(0)[76.125],,0x2D,,,,,,,0x19,0x44,,,
1343,'Sacred',0x8E,0x5171,0x65::(0)[175.250],0x63::(0)[126.200],,0x2D,,,,,,,0x19,0x44,,,
1344,'Hallowed',0x8E,0x5170,0x65::(0)[251.325],0x63::(0)[201.275],,0x2D,,,,,,,0x19,0x44,,,
1345,'Divine',0x8E,0x516F,0x65::(0)[326.450],0x63::(0)[276.350],,0x2D,,,,,,,0x19,0x44,,,
1346,'Pearl',0x8E,0x516E,0x65::(0)[25.50],0x63::(0)[25.50],,0x3A,,,,,,,,,,,
1347,'Crimson',0x76,0x705,0x1F::(0)[5.10],,,0x32,0xA,0xC,0x44,0x4B,0x2D,,,,,,
1348,'Red',0x67,0x704,0x1B::(0)[1],,,0x54,,,,,,,,,,,
1349,'Sanguinary',0x67,0x516D,0x1B::(0)[2],,,0x54,,,,,,,,,,,
1350,'Bloody',0x67,0x516C,0x1B::(0)[3],,,0x54,,,,,,,,,,,
1351,'Red',0x67,0x704,0x1B::(0)[1],,,0x53,,,,,,,,,,,
1352,'Sanguinary',0x67,0x516D,0x1B::(0)[2],,,0x53,,,,,,,,,,,
1353,'Red',0x67,0x704,0x1B::(0)[1],,,0x52,,,,,,,,,,,
1354,'Jagged',0x68,0x6CD,0x1C::(0)[1],,,0x54,,,,,,,,,,,
1355,'Forked',0x68,0x711,0x1C::(0)[2],,,0x54,,,,,,,,,,,
1356,'Serrated',0x68,0x516A,0x1C::(0)[3],,,0x54,,,,,,,,,,,
1357,'Jagged',0x68,0x6CD,0x1C::(0)[1],,,0x53,,,,,,,,,,,
1358,'Forked',0x68,0x711,0x1C::(0)[2],,,0x53,,,,,,,,,,,
1359,'Jagged',0x68,0x6CD,0x1C::(0)[1],,,0x52,,,,,,,,,,,
1360,'Snowflake',0x89,0x50F1,0x13::(0)[25],0x11::(0)[1],0x12::(0)[2.3],0x54,,,,,,,,,,,
1361,'Shivering',0x89,0x50F0,0x13::(0)[25],0x11::(0)[2.4],0x12::(0)[4.8],0x54,,,,,,,,,,,
1362,'Boreal',0x89,0x50EF,0x13::(0)[25],0x11::(0)[5.7],0x12::(0)[9.15],0x54,,,,,,,,,,,
1363,'Hibernal',0x89,0x50EE,0x13::(0)[25],0x11::(0)[8.13],0x12::(0)[16.25],0x54,,,,,,,,,,,
1364,'Snowflake',0x89,0x50F1,0x13::(0)[25],0x11::(0)[2.3],0x12::(0)[3.5],0x53,,,,,,,,,,,
1365,'Shivering',0x89,0x50F0,0x13::(0)[25],0x11::(0)[4.5],0x12::(0)[6.10],0x53,,,,,,,,,,,
1366,'Boreal',0x89,0x50EF,0x13::(0)[25],0x11::(0)[6.10],0x12::(0)[11.20],0x53,,,,,,,,,,,
1367,'Hibernal',0x89,0x50EE,0x13::(0)[25],0x11::(0)[11.15],0x12::(0)[21.30],0x53,,,,,,,,,,,
1368,'Snowflake',0x89,0x50F1,0x13::(0)[25],0x11::(0)[1.2],0x12::(0)[2.4],0x52,,,,,,,,,,,
1369,'Shivering',0x89,0x50F0,0x13::(0)[25],0x11::(0)[3.4],0x12::(0)[5.8],0x52,,,,,,,,,,,
1370,'Boreal',0x89,0x50EF,0x13::(0)[25],0x11::(0)[5.7],0x12::(0)[9.14],0x52,,,,,,,,,,,
1371,'Hibernal',0x89,0x50EE,0x13::(0)[25],0x11::(0)[8.10],0x12::(0)[15.20],0x52,,,,,,,,,,,
1372,'Ember',0x8A,0x50ED,0x14::(0)[1],0x15::(0)[2.3],,0x54,,,,,,,,,,,
1373,'Smoldering',0x8A,0x50EC,0x14::(0)[2.3],0x15::(0)[4.7],,0x54,,,,,,,,,,,
1374,'Smoking',0x8A,0x50EB,0x14::(0)[4.7],0x15::(0)[8.19],,0x54,,,,,,,,,,,
1375,'Flaming',0x8A,0x50EA,0x14::(0)[8.18],0x15::(0)[20.36],,0x54,,,,,,,,,,,
1376,'Ember',0x8A,0x50ED,0x14::(0)[1],0x15::(0)[2.3],,0x53,,,,,,,,,,,
1377,'Smoldering',0x8A,0x50EC,0x14::(0)[2.3],0x15::(0)[4.12],,0x53,,,,,,,,,,,
1378,'Smoking',0x8A,0x50EB,0x14::(0)[4.9],0x15::(0)[13.27],,0x53,,,,,,,,,,,
1379,'Flaming',0x8A,0x50EA,0x14::(0)[10.27],0x15::(0)[28.43],,0x53,,,,,,,,,,,
1380,'Ember',0x8A,0x50ED,0x14::(0)[1],0x15::(0)[2.3],,0x52,,,,,,,,,,,
1381,'Smoldering',0x8A,0x50EC,0x14::(0)[2.3],0x15::(0)[4.10],,0x52,,,,,,,,,,,
1382,'Smoking',0x8A,0x50EB,0x14::(0)[4.9],0x15::(0)[11.19],,0x52,,,,,,,,,,,
1383,'Flaming',0x8A,0x50EA,0x14::(0)[10.19],0x15::(0)[20.29],,0x52,,,,,,,,,,,
1384,'Static',0x8B,0x50E8,0x16::(0)[1],0x17::(0)[4.5],,0x54,,,,,,,,,,,
1385,'Glowing',0x8B,0x6F1,0x16::(0)[1],0x17::(0)[6.17],,0x54,,,,,,,,,,,
1386,'Arcing',0x8B,0x50E6,0x16::(0)[1],0x17::(0)[18.44],,0x54,,,,,,,,,,,
1387,'Shocking',0x8B,0x50E5,0x16::(0)[1],0x17::(0)[45.79],,0x54,,,,,,,,,,,
1388,'Static',0x8B,0x50E8,0x16::(0)[1],0x17::(0)[5.9],,0x53,,,,,,,,,,,
1389,'Glowing',0x8B,0x6F1,0x16::(0)[1],0x17::(0)[10.26],,0x53,,,,,,,,,,,
1390,'Arcing',0x8B,0x50E6,0x16::(0)[1],0x17::(0)[27.58],,0x53,,,,,,,,,,,
1391,'Shocking',0x8B,0x50E5,0x16::(0)[1],0x17::(0)[59.90],,0x53,,,,,,,,,,,
1392,'Static',0x8B,0x50E8,0x16::(0)[1],0x17::(0)[6.11],,0x52,,,,,,,,,,,
1393,'Glowing',0x8B,0x6F1,0x16::(0)[1],0x17::(0)[12.24],,0x52,,,,,,,,,,,
1394,'Arcing',0x8B,0x50E6,0x16::(0)[1],0x17::(0)[25.43],,0x52,,,,,,,,,,,
1395,'Shocking',0x8B,0x50E5,0x16::(0)[1],0x17::(0)[44.71],,0x52,,,,,,,,,,,
1396,'Septic',0x8C,0x50E4,0x8A::(75)[18],,,0x54,,,,,,,,,,,
1397,'Envenomed',0x8C,0x50E3,0x8A::(100)[39],,,0x54,,,,,,,,,,,
1398,'Toxic',0x8C,0x50E1,0x8A::(125)[103],,,0x54,,,,,,,,,,,
1399,'Pestilent',0x8C,0x50E0,0x8A::(150)[171],,,0x54,,,,,,,,,,,
1400,'Septic',0x8C,0x50E4,0x8A::(75)[35],,,0x53,,,,,,,,,,,
1401,'Envenomed',0x8C,0x50E3,0x8A::(100)[77],,,0x53,,,,,,,,,,,
1402,'Toxic',0x8C,0x50E1,0x8A::(125)[185],,,0x53,,,,,,,,,,,
1403,'Pestilent',0x8C,0x50E0,0x8A::(150)[299],,,0x53,,,,,,,,,,,
